stn_name,053-JWAN
1983-05-04T00:00:00,No data
1983-05-05T00:00:00,No data
1983-05-06T00:00:00,No data
1983-05-07T00:00:00,No data
1983-05-08T00:00:00,No data
1983-05-09T00:00:00,No data
1983-05-10T00:00:00,No data
1983-05-11T00:00:00,No data
1983-05-12T00:00:00,No data
1983-05-13T00:00:00,1.996452212
1983-05-14T00:00:00,7.985808849
1983-05-15T00:00:00,No data
1983-05-16T00:00:00,No data
1983-05-17T00:00:00,No data
1983-05-18T00:00:00,No data
1983-05-19T00:00:00,No data
1983-05-20T00:00:00,No data
1983-05-21T00:00:00,No data
1983-05-22T00:00:00,No data
1983-05-23T00:00:00,No data
1983-05-24T00:00:00,No data
1983-05-25T00:00:00,No data
1983-05-26T00:00:00,No data
1983-05-27T00:00:00,No data
1983-05-28T00:00:00,No data
1983-05-29T00:00:00,No data
1983-05-30T00:00:00,No data
1983-05-31T00:00:00,No data
1983-06-01T00:00:00,No data
1983-06-02T00:00:00,No data
1983-06-03T00:00:00,No data
1983-06-04T00:00:00,No data
1983-06-05T00:00:00,No data
1983-06-06T00:00:00,No data
1983-06-07T00:00:00,No data
1983-06-08T00:00:00,No data
1983-06-09T00:00:00,No data
1983-06-10T00:00:00,No data
1983-06-11T00:00:00,No data
1983-06-12T00:00:00,5.848052025
1983-06-13T00:00:00,No data
1983-06-14T00:00:00,No data
1983-06-15T00:00:00,No data
1983-06-16T00:00:00,No data
1983-06-17T00:00:00,1.688032985
1983-06-18T00:00:00,No data
1983-06-19T00:00:00,No data
1983-06-20T00:00:00,No data
1983-06-21T00:00:00,No data
1983-06-22T00:00:00,No data
1983-06-23T00:00:00,No data
1983-06-24T00:00:00,No data
1983-06-25T00:00:00,No data
1983-06-26T00:00:00,No data
1983-06-27T00:00:00,No data
1983-06-28T00:00:00,No data
1983-06-29T00:00:00,No data
1983-06-30T00:00:00,No data
1983-07-01T00:00:00,No data
1983-07-02T00:00:00,No data
1983-07-03T00:00:00,No data
1983-07-04T00:00:00,No data
1983-07-05T00:00:00,No data
1983-07-06T00:00:00,No data
1983-07-07T00:00:00,No data
1983-07-08T00:00:00,No data
1983-07-09T00:00:00,No data
1983-07-10T00:00:00,No data
1983-07-11T00:00:00,No data
1983-07-12T00:00:00,No data
1983-07-13T00:00:00,No data
1983-07-14T00:00:00,No data
1983-07-15T00:00:00,No data
1983-07-16T00:00:00,No data
1983-07-17T00:00:00,No data
1983-07-18T00:00:00,No data
1983-07-19T00:00:00,No data
1983-07-20T00:00:00,No data
1983-07-21T00:00:00,No data
1983-07-22T00:00:00,No data
1983-07-23T00:00:00,No data
1983-07-24T00:00:00,No data
1983-07-25T00:00:00,No data
1983-07-26T00:00:00,No data
1983-07-27T00:00:00,No data
1983-07-28T00:00:00,No data
1983-07-29T00:00:00,No data
1983-07-30T00:00:00,No data
1983-07-31T00:00:00,No data
1983-08-01T00:00:00,No data
1983-08-02T00:00:00,No data
1983-08-03T00:00:00,No data
1983-08-04T00:00:00,No data
1983-08-05T00:00:00,No data
1983-08-06T00:00:00,No data
1983-08-07T00:00:00,No data
1983-08-08T00:00:00,No data
1983-08-09T00:00:00,No data
1983-08-10T00:00:00,No data
1983-08-11T00:00:00,No data
1983-08-12T00:00:00,No data
1983-08-13T00:00:00,No data
1983-08-14T00:00:00,No data
1983-08-15T00:00:00,No data
1983-08-16T00:00:00,No data
1983-08-17T00:00:00,No data
1983-08-18T00:00:00,No data
1983-08-19T00:00:00,No data
1983-08-20T00:00:00,No data
1983-08-21T00:00:00,No data
1983-08-22T00:00:00,No data
1983-08-23T00:00:00,No data
1983-08-24T00:00:00,No data
1983-08-25T00:00:00,No data
1983-08-26T00:00:00,No data
1983-08-27T00:00:00,No data
1983-08-28T00:00:00,No data
1983-08-29T00:00:00,No data
1983-08-30T00:00:00,No data
1983-08-31T00:00:00,No data
1983-09-01T00:00:00,No data
1983-09-02T00:00:00,No data
1983-09-03T00:00:00,No data
1983-09-04T00:00:00,No data
1983-09-05T00:00:00,No data
1983-09-06T00:00:00,No data
1983-09-07T00:00:00,No data
1983-09-08T00:00:00,No data
1983-09-09T00:00:00,No data
1983-09-10T00:00:00,No data
1983-09-11T00:00:00,No data
1983-09-12T00:00:00,No data
1983-09-13T00:00:00,No data
1983-09-14T00:00:00,No data
1983-09-15T00:00:00,No data
1983-09-16T00:00:00,No data
1983-09-17T00:00:00,No data
1983-09-18T00:00:00,No data
1983-09-19T00:00:00,No data
1983-09-20T00:00:00,No data
1983-09-21T00:00:00,6.211940289
1983-09-22T00:00:00,No data
1983-09-23T00:00:00,No data
1983-09-24T00:00:00,No data
1983-09-25T00:00:00,No data
1983-09-26T00:00:00,No data
1983-09-27T00:00:00,No data
1983-09-28T00:00:00,No data
1983-09-29T00:00:00,No data
1983-09-30T00:00:00,No data
1983-10-01T00:00:00,No data
1983-10-02T00:00:00,No data
1983-10-03T00:00:00,No data
1983-10-04T00:00:00,No data
1983-10-05T00:00:00,No data
1983-10-06T00:00:00,6.541561127
1983-10-07T00:00:00,6.541561127
1983-10-08T00:00:00,No data
1983-10-09T00:00:00,No data
1983-10-10T00:00:00,2.861932516
1983-10-11T00:00:00,No data
1983-10-12T00:00:00,3.60816741
1983-10-13T00:00:00,3.60816741
1983-10-14T00:00:00,No data
1983-10-15T00:00:00,No data
1983-10-16T00:00:00,No data
1983-10-17T00:00:00,No data
1983-10-18T00:00:00,10.15911293
1983-10-19T00:00:00,No data
1983-10-20T00:00:00,No data
1983-10-21T00:00:00,No data
1983-10-22T00:00:00,No data
1983-10-23T00:00:00,No data
1983-10-24T00:00:00,No data
1983-10-25T00:00:00,No data
1983-10-26T00:00:00,2.369303465
1983-10-27T00:00:00,No data
1983-10-28T00:00:00,No data
1983-10-29T00:00:00,No data
1983-10-30T00:00:00,No data
1983-10-31T00:00:00,No data
1983-11-01T00:00:00,3.167178392
1983-11-02T00:00:00,6.334356785
1983-11-03T00:00:00,9.501534462
1983-11-04T00:00:00,No data
1983-11-05T00:00:00,No data
1983-11-06T00:00:00,No data
1983-11-07T00:00:00,2.469870329
1983-11-08T00:00:00,No data
1983-11-09T00:00:00,No data
1983-11-10T00:00:00,2.822709084
1983-11-11T00:00:00,6.757487297
1983-11-12T00:00:00,No data
1983-11-13T00:00:00,No data
1983-11-14T00:00:00,No data
1983-11-15T00:00:00,No data
1983-11-16T00:00:00,No data
1983-11-17T00:00:00,4.047504902
1983-11-18T00:00:00,7.498866081
1983-11-19T00:00:00,No data
1983-11-20T00:00:00,1.443296313
1983-11-21T00:00:00,No data
1983-11-22T00:00:00,No data
1983-11-23T00:00:00,No data
1983-11-24T00:00:00,No data
1983-11-25T00:00:00,5.152448654
1983-11-26T00:00:00,No data
1983-11-27T00:00:00,No data
1983-11-28T00:00:00,2.973187208
1983-11-29T00:00:00,No data
1983-11-30T00:00:00,No data
1983-12-01T00:00:00,No data
1983-12-02T00:00:00,No data
1983-12-03T00:00:00,No data
1983-12-04T00:00:00,26.72382355
1983-12-05T00:00:00,No data
1983-12-06T00:00:00,No data
1983-12-07T00:00:00,No data
1983-12-08T00:00:00,No data
1983-12-09T00:00:00,No data
1983-12-10T00:00:00,No data
1983-12-11T00:00:00,No data
1983-12-12T00:00:00,No data
1983-12-13T00:00:00,5.417152405
1983-12-14T00:00:00,No data
1983-12-15T00:00:00,No data
1983-12-16T00:00:00,No data
1983-12-17T00:00:00,No data
1983-12-18T00:00:00,No data
1983-12-19T00:00:00,5.644086838
1983-12-20T00:00:00,No data
1983-12-21T00:00:00,No data
1983-12-22T00:00:00,No data
1983-12-23T00:00:00,No data
1983-12-24T00:00:00,No data
1983-12-25T00:00:00,No data
1983-12-26T00:00:00,18.18782806
1983-12-27T00:00:00,No data
1983-12-28T00:00:00,No data
1983-12-29T00:00:00,No data
1983-12-30T00:00:00,No data
1983-12-31T00:00:00,No data
1984-01-01T00:00:00,12.58614254
1984-01-02T00:00:00,6.29307127
1984-01-03T00:00:00,No data
1984-01-04T00:00:00,No data
1984-01-05T00:00:00,No data
1984-01-06T00:00:00,No data
1984-01-07T00:00:00,No data
1984-01-08T00:00:00,No data
1984-01-09T00:00:00,16.14253998
1984-01-10T00:00:00,No data
1984-01-11T00:00:00,No data
1984-01-12T00:00:00,No data
1984-01-13T00:00:00,No data
1984-01-14T00:00:00,No data
1984-01-15T00:00:00,No data
1984-01-16T00:00:00,No data
1984-01-17T00:00:00,No data
1984-01-18T00:00:00,12.5138731
1984-01-19T00:00:00,No data
1984-01-20T00:00:00,No data
1984-01-21T00:00:00,No data
1984-01-22T00:00:00,No data
1984-01-23T00:00:00,13.69466305
1984-01-24T00:00:00,No data
1984-01-25T00:00:00,No data
1984-01-26T00:00:00,No data
1984-01-27T00:00:00,No data
1984-01-28T00:00:00,No data
1984-01-29T00:00:00,No data
1984-01-30T00:00:00,No data
1984-01-31T00:00:00,No data
1984-02-01T00:00:00,5.803255081
1984-02-02T00:00:00,8.808511734
1984-02-03T00:00:00,No data
1984-02-04T00:00:00,No data
1984-02-05T00:00:00,No data
1984-02-06T00:00:00,No data
1984-02-07T00:00:00,No data
1984-02-08T00:00:00,4.019244671
1984-02-09T00:00:00,No data
1984-02-10T00:00:00,No data
1984-02-11T00:00:00,No data
1984-02-12T00:00:00,No data
1984-02-13T00:00:00,No data
1984-02-14T00:00:00,No data
1984-02-15T00:00:00,No data
1984-02-16T00:00:00,No data
1984-02-17T00:00:00,No data
1984-02-18T00:00:00,No data
1984-02-19T00:00:00,No data
1984-02-20T00:00:00,No data
1984-02-21T00:00:00,No data
1984-02-22T00:00:00,No data
1984-02-23T00:00:00,No data
1984-02-24T00:00:00,No data
1984-02-25T00:00:00,2.722480059
1984-02-26T00:00:00,No data
1984-02-27T00:00:00,7.778335094
1984-02-28T00:00:00,No data
1984-02-29T00:00:00,No data
1984-03-01T00:00:00,No data
1984-03-02T00:00:00,No data
1984-03-03T00:00:00,No data
1984-03-04T00:00:00,No data
1984-03-05T00:00:00,No data
1984-03-06T00:00:00,No data
1984-03-07T00:00:00,No data
1984-03-08T00:00:00,No data
1984-03-09T00:00:00,No data
1984-03-10T00:00:00,No data
1984-03-11T00:00:00,No data
1984-03-12T00:00:00,No data
1984-03-13T00:00:00,2.440502882
1984-03-14T00:00:00,No data
1984-03-15T00:00:00,No data
1984-03-16T00:00:00,No data
1984-03-17T00:00:00,No data
1984-03-18T00:00:00,No data
1984-03-19T00:00:00,6.890253544
1984-03-20T00:00:00,No data
1984-03-21T00:00:00,No data
1984-03-22T00:00:00,18.3081646
1984-03-23T00:00:00,18.3081646
1984-03-24T00:00:00,36.61632919
1984-03-25T00:00:00,No data
1984-03-26T00:00:00,No data
1984-03-27T00:00:00,No data
1984-03-28T00:00:00,No data
1984-03-29T00:00:00,No data
1984-03-30T00:00:00,No data
1984-03-31T00:00:00,No data
1984-04-01T00:00:00,No data
1984-04-02T00:00:00,No data
1984-04-03T00:00:00,6.363386154
1984-04-04T00:00:00,No data
1984-04-05T00:00:00,No data
1984-04-06T00:00:00,No data
1984-04-07T00:00:00,No data
1984-04-08T00:00:00,4.235926628
1984-04-09T00:00:00,No data
1984-04-10T00:00:00,No data
1984-04-11T00:00:00,No data
1984-04-12T00:00:00,No data
1984-04-13T00:00:00,No data
1984-04-14T00:00:00,No data
1984-04-15T00:00:00,No data
1984-04-16T00:00:00,No data
1984-04-17T00:00:00,No data
1984-04-18T00:00:00,No data
1984-04-19T00:00:00,No data
1984-04-20T00:00:00,No data
1984-04-21T00:00:00,No data
1984-04-22T00:00:00,No data
1984-04-23T00:00:00,No data
1984-04-24T00:00:00,No data
1984-04-25T00:00:00,No data
1984-04-26T00:00:00,No data
1984-04-27T00:00:00,No data
1984-04-28T00:00:00,No data
1984-04-29T00:00:00,No data
1984-04-30T00:00:00,No data
1984-05-01T00:00:00,No data
1984-05-02T00:00:00,No data
1984-05-03T00:00:00,No data
1984-05-04T00:00:00,No data
1984-05-05T00:00:00,No data
1984-05-06T00:00:00,No data
1984-05-07T00:00:00,No data
1984-05-08T00:00:00,No data
1984-05-09T00:00:00,No data
1984-05-10T00:00:00,No data
1984-05-11T00:00:00,No data
1984-05-12T00:00:00,No data
1984-05-13T00:00:00,No data
1984-05-14T00:00:00,No data
1984-05-15T00:00:00,No data
1984-05-16T00:00:00,No data
1984-05-17T00:00:00,No data
1984-05-18T00:00:00,No data
1984-05-19T00:00:00,No data
1984-05-20T00:00:00,No data
1984-05-21T00:00:00,No data
1984-05-22T00:00:00,No data
1984-05-23T00:00:00,No data
1984-05-24T00:00:00,No data
1984-05-25T00:00:00,No data
1984-05-26T00:00:00,No data
1984-05-27T00:00:00,No data
1984-05-28T00:00:00,No data
1984-05-29T00:00:00,No data
1984-05-30T00:00:00,No data
1984-05-31T00:00:00,No data
1984-06-01T00:00:00,No data
1984-06-02T00:00:00,No data
1984-06-03T00:00:00,No data
1984-06-04T00:00:00,No data
1984-06-05T00:00:00,No data
1984-06-06T00:00:00,No data
1984-06-07T00:00:00,No data
1984-06-08T00:00:00,No data
1984-06-09T00:00:00,No data
1984-06-10T00:00:00,No data
1984-06-11T00:00:00,No data
1984-06-12T00:00:00,No data
1984-06-13T00:00:00,No data
1984-06-14T00:00:00,No data
1984-06-15T00:00:00,No data
1984-06-16T00:00:00,No data
1984-06-17T00:00:00,No data
1984-06-18T00:00:00,No data
1984-06-19T00:00:00,No data
1984-06-20T00:00:00,No data
1984-06-21T00:00:00,3.286026955
1984-06-22T00:00:00,No data
1984-06-23T00:00:00,No data
1984-06-24T00:00:00,No data
1984-06-25T00:00:00,No data
1984-06-26T00:00:00,No data
1984-06-27T00:00:00,No data
1984-06-28T00:00:00,No data
1984-06-29T00:00:00,No data
1984-06-30T00:00:00,No data
1984-07-01T00:00:00,No data
1984-07-02T00:00:00,No data
1984-07-03T00:00:00,No data
1984-07-04T00:00:00,No data
1984-07-05T00:00:00,No data
1984-07-06T00:00:00,No data
1984-07-07T00:00:00,No data
1984-07-08T00:00:00,No data
1984-07-09T00:00:00,No data
1984-07-10T00:00:00,No data
1984-07-11T00:00:00,No data
1984-07-12T00:00:00,No data
1984-07-13T00:00:00,No data
1984-07-14T00:00:00,No data
1984-07-15T00:00:00,No data
1984-07-16T00:00:00,No data
1984-07-17T00:00:00,No data
1984-07-18T00:00:00,No data
1984-07-19T00:00:00,No data
1984-07-20T00:00:00,No data
1984-07-21T00:00:00,No data
1984-07-22T00:00:00,No data
1984-07-23T00:00:00,No data
1984-07-24T00:00:00,No data
1984-07-25T00:00:00,No data
1984-07-26T00:00:00,No data
1984-07-27T00:00:00,No data
1984-07-28T00:00:00,No data
1984-07-29T00:00:00,No data
1984-07-30T00:00:00,No data
1984-07-31T00:00:00,No data
1984-08-01T00:00:00,No data
1984-08-02T00:00:00,No data
1984-08-03T00:00:00,No data
1984-08-04T00:00:00,No data
1984-08-05T00:00:00,No data
1984-08-06T00:00:00,No data
1984-08-07T00:00:00,No data
1984-08-08T00:00:00,No data
1984-08-09T00:00:00,No data
1984-08-10T00:00:00,No data
1984-08-11T00:00:00,No data
1984-08-12T00:00:00,No data
1984-08-13T00:00:00,No data
1984-08-14T00:00:00,No data
1984-08-15T00:00:00,No data
1984-08-16T00:00:00,No data
1984-08-17T00:00:00,No data
1984-08-18T00:00:00,No data
1984-08-19T00:00:00,No data
1984-08-20T00:00:00,No data
1984-08-21T00:00:00,No data
1984-08-22T00:00:00,No data
1984-08-23T00:00:00,No data
1984-08-24T00:00:00,No data
1984-08-25T00:00:00,No data
1984-08-26T00:00:00,No data
1984-08-27T00:00:00,No data
1984-08-28T00:00:00,No data
1984-08-29T00:00:00,No data
1984-08-30T00:00:00,2.63598156
1984-08-31T00:00:00,No data
1984-09-01T00:00:00,No data
1984-09-02T00:00:00,No data
1984-09-03T00:00:00,No data
1984-09-04T00:00:00,No data
1984-09-05T00:00:00,No data
1984-09-06T00:00:00,No data
1984-09-07T00:00:00,No data
1984-09-08T00:00:00,No data
1984-09-09T00:00:00,No data
1984-09-10T00:00:00,No data
1984-09-11T00:00:00,No data
1984-09-12T00:00:00,5.672822952
1984-09-13T00:00:00,No data
1984-09-14T00:00:00,No data
1984-09-15T00:00:00,No data
1984-09-16T00:00:00,No data
1984-09-17T00:00:00,No data
1984-09-18T00:00:00,No data
1984-09-19T00:00:00,No data
1984-09-20T00:00:00,No data
1984-09-21T00:00:00,No data
1984-09-22T00:00:00,No data
1984-09-23T00:00:00,No data
1984-09-24T00:00:00,No data
1984-09-25T00:00:00,No data
1984-09-26T00:00:00,No data
1984-09-27T00:00:00,No data
1984-09-28T00:00:00,No data
1984-09-29T00:00:00,No data
1984-09-30T00:00:00,2.536662817
1984-10-01T00:00:00,No data
1984-10-02T00:00:00,No data
1984-10-03T00:00:00,No data
1984-10-04T00:00:00,3.45601964
1984-10-05T00:00:00,No data
1984-10-06T00:00:00,No data
1984-10-07T00:00:00,No data
1984-10-08T00:00:00,No data
1984-10-09T00:00:00,No data
1984-10-10T00:00:00,No data
1984-10-11T00:00:00,No data
1984-10-12T00:00:00,No data
1984-10-13T00:00:00,No data
1984-10-14T00:00:00,5.074512005
1984-10-15T00:00:00,No data
1984-10-16T00:00:00,No data
1984-10-17T00:00:00,No data
1984-10-18T00:00:00,No data
1984-10-19T00:00:00,No data
1984-10-20T00:00:00,No data
1984-10-21T00:00:00,No data
1984-10-22T00:00:00,No data
1984-10-23T00:00:00,13.0783186
1984-10-24T00:00:00,11.44352818
1984-10-25T00:00:00,No data
1984-10-26T00:00:00,No data
1984-10-27T00:00:00,No data
1984-10-28T00:00:00,No data
1984-10-29T00:00:00,5.162624359
1984-10-30T00:00:00,5.162624359
1984-10-31T00:00:00,No data
1984-11-01T00:00:00,5.879009724
1984-11-02T00:00:00,No data
1984-11-03T00:00:00,No data
1984-11-04T00:00:00,No data
1984-11-05T00:00:00,No data
1984-11-06T00:00:00,No data
1984-11-07T00:00:00,No data
1984-11-08T00:00:00,No data
1984-11-09T00:00:00,No data
1984-11-10T00:00:00,4.068579197
1984-11-11T00:00:00,No data
1984-11-12T00:00:00,No data
1984-11-13T00:00:00,No data
1984-11-14T00:00:00,No data
1984-11-15T00:00:00,No data
1984-11-16T00:00:00,No data
1984-11-17T00:00:00,No data
1984-11-18T00:00:00,No data
1984-11-19T00:00:00,No data
1984-11-20T00:00:00,No data
1984-11-21T00:00:00,No data
1984-11-22T00:00:00,No data
1984-11-23T00:00:00,No data
1984-11-24T00:00:00,4.05853796
1984-11-25T00:00:00,No data
1984-11-26T00:00:00,1.938734293
1984-11-27T00:00:00,No data
1984-11-28T00:00:00,17.13590622
1984-11-29T00:00:00,No data
1984-11-30T00:00:00,No data
1984-12-01T00:00:00,No data
1984-12-02T00:00:00,No data
1984-12-03T00:00:00,No data
1984-12-04T00:00:00,No data
1984-12-05T00:00:00,No data
1984-12-06T00:00:00,No data
1984-12-07T00:00:00,No data
1984-12-08T00:00:00,No data
1984-12-09T00:00:00,No data
1984-12-10T00:00:00,No data
1984-12-11T00:00:00,No data
1984-12-12T00:00:00,No data
1984-12-13T00:00:00,No data
1984-12-14T00:00:00,No data
1984-12-15T00:00:00,7.142633438
1984-12-16T00:00:00,3.819775105
1984-12-17T00:00:00,7.639550209
1984-12-18T00:00:00,No data
1984-12-19T00:00:00,3.819775105
1984-12-20T00:00:00,No data
1984-12-21T00:00:00,No data
1984-12-22T00:00:00,No data
1984-12-23T00:00:00,No data
1984-12-24T00:00:00,No data
1984-12-25T00:00:00,No data
1984-12-26T00:00:00,No data
1984-12-27T00:00:00,No data
1984-12-28T00:00:00,No data
1984-12-29T00:00:00,No data
1984-12-30T00:00:00,3.443182945
1984-12-31T00:00:00,3.443182945
1985-01-01T00:00:00,No data
1985-01-02T00:00:00,No data
1985-01-03T00:00:00,No data
1985-01-04T00:00:00,No data
1985-01-05T00:00:00,5.401062965
1985-01-06T00:00:00,No data
1985-01-07T00:00:00,7.214173794
1985-01-08T00:00:00,No data
1985-01-09T00:00:00,No data
1985-01-10T00:00:00,No data
1985-01-11T00:00:00,No data
1985-01-12T00:00:00,No data
1985-01-13T00:00:00,No data
1985-01-14T00:00:00,8.263280869
1985-01-15T00:00:00,12.39492226
1985-01-16T00:00:00,26.04000664
1985-01-17T00:00:00,No data
1985-01-18T00:00:00,No data
1985-01-19T00:00:00,No data
1985-01-20T00:00:00,No data
1985-01-21T00:00:00,No data
1985-01-22T00:00:00,No data
1985-01-23T00:00:00,No data
1985-01-24T00:00:00,No data
1985-01-25T00:00:00,No data
1985-01-26T00:00:00,No data
1985-01-27T00:00:00,No data
1985-01-28T00:00:00,No data
1985-01-29T00:00:00,No data
1985-01-30T00:00:00,No data
1985-01-31T00:00:00,No data
1985-02-01T00:00:00,No data
1985-02-02T00:00:00,No data
1985-02-03T00:00:00,No data
1985-02-04T00:00:00,No data
1985-02-05T00:00:00,No data
1985-02-06T00:00:00,No data
1985-02-07T00:00:00,27.76261711
1985-02-08T00:00:00,No data
1985-02-09T00:00:00,No data
1985-02-10T00:00:00,No data
1985-02-11T00:00:00,No data
1985-02-12T00:00:00,26.50975418
1985-02-13T00:00:00,No data
1985-02-14T00:00:00,No data
1985-02-15T00:00:00,No data
1985-02-16T00:00:00,No data
1985-02-17T00:00:00,No data
1985-02-18T00:00:00,No data
1985-02-19T00:00:00,No data
1985-02-20T00:00:00,No data
1985-02-21T00:00:00,No data
1985-02-22T00:00:00,No data
1985-02-23T00:00:00,No data
1985-02-24T00:00:00,No data
1985-02-25T00:00:00,6.170255184
1985-02-26T00:00:00,No data
1985-02-27T00:00:00,No data
1985-02-28T00:00:00,No data
1985-03-01T00:00:00,No data
1985-03-02T00:00:00,No data
1985-03-03T00:00:00,No data
1985-03-04T00:00:00,No data
1985-03-05T00:00:00,No data
1985-03-06T00:00:00,3.064514637
1985-03-07T00:00:00,No data
1985-03-08T00:00:00,No data
1985-03-09T00:00:00,No data
1985-03-10T00:00:00,No data
1985-03-11T00:00:00,No data
1985-03-12T00:00:00,No data
1985-03-13T00:00:00,No data
1985-03-14T00:00:00,No data
1985-03-15T00:00:00,No data
1985-03-16T00:00:00,No data
1985-03-17T00:00:00,17.22478294
1985-03-18T00:00:00,17.22478294
1985-03-19T00:00:00,No data
1985-03-20T00:00:00,No data
1985-03-21T00:00:00,No data
1985-03-22T00:00:00,No data
1985-03-23T00:00:00,No data
1985-03-24T00:00:00,No data
1985-03-25T00:00:00,No data
1985-03-26T00:00:00,No data
1985-03-27T00:00:00,No data
1985-03-28T00:00:00,No data
1985-03-29T00:00:00,No data
1985-03-30T00:00:00,No data
1985-03-31T00:00:00,No data
1985-04-01T00:00:00,No data
1985-04-02T00:00:00,No data
1985-04-03T00:00:00,No data
1985-04-04T00:00:00,No data
1985-04-05T00:00:00,No data
1985-04-06T00:00:00,7.068071365
1985-04-07T00:00:00,No data
1985-04-08T00:00:00,No data
1985-04-09T00:00:00,No data
1985-04-10T00:00:00,No data
1985-04-11T00:00:00,No data
1985-04-12T00:00:00,No data
1985-04-13T00:00:00,No data
1985-04-14T00:00:00,No data
1985-04-15T00:00:00,No data
1985-04-16T00:00:00,1.54798162
1985-04-17T00:00:00,No data
1985-04-18T00:00:00,No data
1985-04-19T00:00:00,No data
1985-04-20T00:00:00,No data
1985-04-21T00:00:00,No data
1985-04-22T00:00:00,No data
1985-04-23T00:00:00,1.505739927
1985-04-24T00:00:00,No data
1985-04-25T00:00:00,No data
1985-04-26T00:00:00,No data
1985-04-27T00:00:00,No data
1985-04-28T00:00:00,No data
1985-04-29T00:00:00,No data
1985-04-30T00:00:00,No data
